acc,COND,conf,lineup,cond__,effect1__,effect2__,estimate__,se__,lower__,upper__
0,absent_no warning,0,NA,1,0,absent_no warning,7.602983028535004,0.27218612536233666,7.031543827193165,8.106779236693376
0,absent_warning,0,NA,1,0,absent_warning,7.577360687095689,0.3205324310029093,6.92758828027622,8.161998587453237
0,present_no warning,0,NA,1,0,present_no warning,7.645344799563649,0.33323132829864355,6.949001385606739,8.24326691756241
0,present_warning,0,NA,1,0,present_warning,7.338108704555666,0.3446174068186364,6.647861356249444,7.980387622140967
0.010101010101010102,absent_no warning,0,NA,1,0.010101010101010102,absent_no warning,7.605384442424461,0.27204988615794273,7.0342348541577655,8.109054082127452
0.010101010101010102,absent_warning,0,NA,1,0.010101010101010102,absent_warning,7.579153503202644,0.320382055895124,6.929737723321373,8.161324295082746
0.010101010101010102,present_no warning,0,NA,1,0.010101010101010102,present_no warning,7.648208525271592,0.3323437605933414,6.953247614511254,8.24420986570809
0.010101010101010102,present_warning,0,NA,1,0.010101010101010102,present_warning,7.341227066542105,0.3439690321088526,6.651090625272984,7.982433171751386
0.020202020202020204,absent_no warning,0,NA,1,0.020202020202020204,absent_no warning,7.6086950971759215,0.2718011968384516,7.037591754015521,8.110542133706826
0.020202020202020204,absent_warning,0,NA,1,0.020202020202020204,absent_warning,7.581077838945699,0.32042843578386954,6.930583246011249,8.162248457905896
0.020202020202020204,present_no warning,0,NA,1,0.020202020202020204,present_no warning,7.650810315835448,0.3316985675456614,6.957207855361264,8.246239803784942
0.020202020202020204,present_warning,0,NA,1,0.020202020202020204,present_warning,7.34498289472843,0.3434999282516755,6.65469690679142,7.985720330736924
0.030303030303030304,absent_no warning,0,NA,1,0.030303030303030304,absent_no warning,7.61132987172477,0.2717979625136396,7.041266938337572,8.113030926742441
0.030303030303030304,absent_warning,0,NA,1,0.030303030303030304,absent_warning,7.583177447334452,0.3202484040716191,6.931954118320823,8.16248273448982
0.030303030303030304,present_no warning,0,NA,1,0.030303030303030304,present_no warning,7.653965110740151,0.3307165237309171,6.96151599658671,8.247372103153383
0.030303030303030304,present_warning,0,NA,1,0.030303030303030304,present_warning,7.349521279269204,0.34373916012466205,6.658188576067378,7.989761459622084
0.04040404040404041,absent_no warning,0,NA,1,0.04040404040404041,absent_no warning,7.613623582422564,0.2716700866997409,7.046439762112293,8.116766237047758
0.04040404040404041,absent_warning,0,NA,1,0.04040404040404041,absent_warning,7.584811738667348,0.3203744283333234,6.933340036757726,8.163089748712673
0.04040404040404041,present_no warning,0,NA,1,0.04040404040404041,present_no warning,7.656946772231449,0.3303730824544788,6.9661863579082,8.248142794585766
0.04040404040404041,present_warning,0,NA,1,0.04040404040404041,present_warning,7.35375565575476,0.3430939264321554,6.66264040407112,7.992452619906228
0.05050505050505051,absent_no warning,0,NA,1,0.05050505050505051,absent_no warning,7.615957699793553,0.2716905222296366,7.050639047645371,8.118789100653085
0.05050505050505051,absent_warning,0,NA,1,0.05050505050505051,absent_warning,7.586264329627323,0.3207780743850341,6.934758725112887,8.163725680014288
0.05050505050505051,present_no warning,0,NA,1,0.05050505050505051,present_no warning,7.660021381270512,0.3296759046466712,6.969003194963059,8.24864638616072
0.05050505050505051,present_warning,0,NA,1,0.05050505050505051,present_warning,7.358106365380859,0.34242086247979964,6.667707054632716,7.995056886931401
0.06060606060606061,absent_no warning,0,NA,1,0.06060606060606061,absent_no warning,7.618896944599211,0.27156656251804506,7.053153845121578,8.1208151883277
