acc,COND,conf,COND2,lineup,cond__,effect1__,effect2__,estimate__,se__,lower__,upper__
0.6464646464646465,present_serial_no warning,0,NA,NA,1,0.6464646464646465,present_serial_no warning,8.004349177513086,0.33878620061465153,7.233901719337884,8.54451254625379
0.6464646464646465,present_serial_warning,0,NA,NA,1,0.6464646464646465,present_serial_warning,7.846208946324655,0.4077761632089149,7.0707301775857,8.508951531152858
0.6565656565656566,absent_sequential_no warning,0,NA,NA,1,0.6565656565656566,absent_sequential_no warning,8.066661616859296,0.26520334376360233,7.4496704534958935,8.525317417710834
0.6565656565656566,absent_sequential_warning,0,NA,NA,1,0.6565656565656566,absent_sequential_warning,8.080702366178386,0.3227346189463875,7.258376314714159,8.60761408162133
0.6565656565656566,absent_serial_no warning,0,NA,NA,1,0.6565656565656566,absent_serial_no warning,8.034919621248335,0.3401881161878245,7.2329578915457065,8.56047389084376
0.6565656565656566,absent_serial_warning,0,NA,NA,1,0.6565656565656566,absent_serial_warning,7.846408974761689,0.4166759988126062,7.089237675458541,8.487774550871833
0.6565656565656566,present_sequential_no warning,0,NA,NA,1,0.6565656565656566,present_sequential_no warning,8.07407681359733,0.33110775117973656,7.2656955809490436,8.600435717442199
0.6565656565656566,present_sequential_warning,0,NA,NA,1,0.6565656565656566,present_sequential_warning,8.178998372681956,0.26321606992600655,7.531487527172016,8.654786429531038
0.6565656565656566,present_serial_no warning,0,NA,NA,1,0.6565656565656566,present_serial_no warning,8.00542627948218,0.33912603643856387,7.233688385433725,8.546486574508911
0.6565656565656566,present_serial_warning,0,NA,NA,1,0.6565656565656566,present_serial_warning,7.851795354768022,0.4081415279622697,7.072096693763433,8.51291755279359
0.6666666666666667,absent_sequential_no warning,0,NA,NA,1,0.6666666666666667,absent_sequential_no warning,8.068070905767408,0.26618911561006087,7.4480692773812684,8.528430881020986
0.6666666666666667,absent_sequential_warning,0,NA,NA,1,0.6666666666666667,absent_sequential_warning,8.081201590108986,0.3234489720661751,7.255371242283654,8.609257613814052
0.6666666666666667,absent_serial_no warning,0,NA,NA,1,0.6666666666666667,absent_serial_no warning,8.036187931872643,0.3412430280540081,7.232296216932612,8.563793291887862
0.6666666666666667,absent_serial_warning,0,NA,NA,1,0.6666666666666667,absent_serial_warning,7.847899908881727,0.41743922258697586,7.088009123527128,8.490058213984815
0.6666666666666667,present_sequential_no warning,0,NA,NA,1,0.6666666666666667,present_sequential_no warning,8.074944558638627,0.3316241518625347,7.2613011414737025,8.601210324916275
0.6666666666666667,present_sequential_warning,0,NA,NA,1,0.6666666666666667,present_sequential_warning,8.179734863348735,0.26364787667626677,7.531360696440012,8.656750980583455
0.6666666666666667,present_serial_no warning,0,NA,NA,1,0.6666666666666667,present_serial_no warning,8.006865011671326,0.3391923776344094,7.232344057322906,8.547521161943841
0.6666666666666667,present_serial_warning,0,NA,NA,1,0.6666666666666667,present_serial_warning,7.85644924906501,0.4088748496839717,7.073571015948187,8.515711390123935
0.6767676767676768,absent_sequential_no warning,0,NA,NA,1,0.6767676767676768,absent_sequential_no warning,8.06952819900675,0.2669303130413301,7.446614034439732,8.53040142654122
0.6767676767676768,absent_sequential_warning,0,NA,NA,1,0.6767676767676768,absent_sequential_warning,8.081726945396177,0.32396246290822833,7.252377619328806,8.6107550397795
0.6767676767676768,absent_serial_no warning,0,NA,NA,1,0.6767676767676768,absent_serial_no warning,8.037636199152047,0.34138615284226614,7.231864784004984,8.566082210478069
0.6767676767676768,absent_serial_warning,0,NA,NA,1,0.6767676767676768,absent_serial_warning,7.849155304069743,0.4184141003030331,7.085626292255315,8.491918169678529
0.6767676767676768,present_sequential_no warning,0,NA,NA,1,0.6767676767676768,present_sequential_no warning,8.075684337805583,0.3322532142712613,7.259439143483521,8.602241944365806
0.6767676767676768,present_sequential_warning,0,NA,NA,1,0.6767676767676768,present_sequential_warning,8.1807194476312,0.26345450707192986,7.531626634428678,8.658779893301652
0.6767676767676768,present_serial_no warning,0,NA,NA,1,0.6767676767676768,present_serial_no warning,8.00838357336734,0.3394891759004483,7.232031751449996,8.55075772448108
0.6767676767676768,present_serial_warning,0,NA,NA,1,0.6767676767676768,present_serial_warning,7.861678758708759,0.4098492550180948,7.074387679388656,8.519325453047474
0.686868686868687,absent_sequential_no warning,0,NA,NA,1,0.686868686868687,absent_sequential_no warning,8.070840594311203,0.2678564578843242,7.445968522815514,8.532646074760846
0.686868686868687,absent_sequential_warning,0,NA,NA,1,0.686868686868687,absent_sequential_warning,8.082745495222074,0.3249663055109933,7.249983473436482,8.612980829854157
0.686868686868687,absent_serial_no warning,0,NA,NA,1,0.686868686868687,absent_serial_no warning,8.039279294727425,0.34232229080793725,7.230041850458289,8.567721671406659
0.686868686868687,absent_serial_warning,0,NA,NA,1,0.686868686868687,absent_serial_warning,7.850138203318954,0.4196465408051168,7.08456581861006,8.493991154978826
0.686868686868687,present_sequential_no warning,0,NA,NA,1,0.686868686868687,present_sequential_no warning,8.076045043868312,0.3332688363423335,7.257968091272132,8.60271338098157
0.686868686868687,present_sequential_warning,0,NA,NA,1,0.686868686868687,present_sequential_warning,8.181736134847604,0.26358340946289766,7.532491262716902,8.660283893213368
0.686868686868687,present_serial_no warning,0,NA,NA,1,0.686868686868687,present_serial_no warning,8.009999396486844,0.33973315962305917,7.232316850886719,8.552142008649232
0.686868686868687,present_serial_warning,0,NA,NA,1,0.686868686868687,present_serial_warning,7.86632695941821,0.41028993144569625,7.075231711923464,8.522865729707055
0.696969696969697,absent_sequential_no warning,0,NA,NA,1,0.696969696969697,absent_sequential_no warning,8.072053881988854,0.2681764840826315,7.443357016359996,8.534363148126609
0.696969696969697,absent_sequential_warning,0,NA,NA,1,0.696969696969697,absent_sequential_warning,8.083180673984074,0.3260387335250202,7.247853438070059,8.614343741820152
0.696969696969697,absent_serial_no warning,0,NA,NA,1,0.696969696969697,absent_serial_no warning,8.040596118845256,0.3426039019345242,7.2296193589446105,8.569921171479008
0.696969696969697,absent_serial_warning,0,NA,NA,1,0.696969696969697,absent_serial_warning,7.851390964374721,0.4208478136013379,7.082429811096036,8.497521788610275
0.696969696969697,present_sequential_no warning,0,NA,NA,1,0.696969696969697,present_sequential_no warning,8.076697444978441,0.33424493425104373,7.254301063111521,8.603774740122379
0.696969696969697,present_sequential_warning,0,NA,NA,1,0.696969696969697,present_sequential_warning,8.182681992774038,0.2636415489332519,7.531549072069529,8.661864391682688
0.696969696969697,present_serial_no warning,0,NA,NA,1,0.696969696969697,present_serial_no warning,8.011497975196487,0.3402712416564862,7.232248083029225,8.554320033724702
