acc,FaceAbility,conf,lineup,cond__,effect1__,effect2__,estimate__,se__,lower__,upper__
0.26262626262626265,-0.89,0,NA,1,0.26262626262626265,-0.89,7.449778832889794,0.2262573496633913,7.096994092331765,8.072260122896132
0.26262626262626265,0,0,NA,1,0.26262626262626265,0,7.622209870628826,0.26118195074167583,7.20870643343067,8.1365444647588
0.26262626262626265,0.88,0,NA,1,0.26262626262626265,0.88,7.86310924852925,0.3341641204449071,7.252158543685919,8.329528341584128
0.27272727272727276,-0.89,0,NA,1,0.27272727272727276,-0.89,7.453890521081198,0.2299125073536837,7.09836773525037,8.0794802433073
0.27272727272727276,0,0,NA,1,0.27272727272727276,0,7.6284192941904205,0.2637611883006096,7.210939111049859,8.142242265948433
0.27272727272727276,0.88,0,NA,1,0.27272727272727276,0.88,7.868957249909325,0.33388527324175715,7.253873456980122,8.33253780287771
0.2828282828282829,-0.89,0,NA,1,0.2828282828282829,-0.89,7.457859352870042,0.2333438952838327,7.10080469025084,8.08571230127169
0.2828282828282829,0,0,NA,1,0.2828282828282829,0,7.634845929712081,0.26602313668065136,7.213774360548304,8.148422718370087
0.2828282828282829,0.88,0,NA,1,0.2828282828282829,0.88,7.874467643485537,0.33301405159381675,7.25572492481052,8.335176009015619
0.29292929292929293,-0.89,0,NA,1,0.29292929292929293,-0.89,7.462295089917348,0.23707356985279213,7.102881313916358,8.093311208240397
0.29292929292929293,0,0,NA,1,0.29292929292929293,0,7.641318710421153,0.2685619059086237,7.215831098278919,8.153810882035424
0.29292929292929293,0.88,0,NA,1,0.29292929292929293,0.88,7.880283834699915,0.33186521576269423,7.257851454126751,8.33801896398437
0.30303030303030304,-0.89,0,NA,1,0.30303030303030304,-0.89,7.467049660916639,0.24037653458763877,7.104443694488867,8.100751396519044
0.30303030303030304,0,0,NA,1,0.30303030303030304,0,7.647957359626607,0.27102443540807597,7.218409288152873,8.159615055916175
0.30303030303030304,0.88,0,NA,1,0.30303030303030304,0.88,7.885596836861835,0.3311230804785646,7.259494732352649,8.340079866348452
0.31313131313131315,-0.89,0,NA,1,0.31313131313131315,-0.89,7.471690326141447,0.24407339259392424,7.106169577607674,8.108456552483297
0.31313131313131315,0,0,NA,1,0.31313131313131315,0,7.654556007062469,0.27345243460105445,7.220317072148174,8.165384890819753
0.31313131313131315,0.88,0,NA,1,0.31313131313131315,0.88,7.891139615215158,0.3303914958418206,7.2608065184304715,8.342319942894942
0.32323232323232326,-0.89,0,NA,1,0.32323232323232326,-0.89,7.476086478788582,0.24776693990303947,7.108235697641057,8.116283563800094
0.32323232323232326,0,0,NA,1,0.32323232323232326,0,7.661294339819082,0.2761010192610044,7.221886022795406,8.170546739986255
0.32323232323232326,0.88,0,NA,1,0.32323232323232326,0.88,7.89678646272707,0.3299492454383946,7.262499740914848,8.34497119483161
0.33333333333333337,-0.89,0,NA,1,0.33333333333333337,-0.89,7.480308990316229,0.25213021898386867,7.110078252155181,8.123456037444829
0.33333333333333337,0,0,NA,1,0.33333333333333337,0,7.66795542897772,0.27877580135590613,7.224199833294408,8.17632164663109
0.33333333333333337,0.88,0,NA,1,0.33333333333333337,0.88,7.90208194000857,0.3293418947043291,7.264732214685172,8.347073359586396
0.3434343434343435,-0.89,0,NA,1,0.3434343434343435,-0.89,7.484899301167431,0.25575493095944596,7.111770176066895,8.131109613196637
0.3434343434343435,0,0,NA,1,0.3434343434343435,0,7.674726433536701,0.28106750919324913,7.2258257969719875,8.182016101332437
0.3434343434343435,0.88,0,NA,1,0.3434343434343435,0.88,7.906552921219449,0.3288074286602457,7.26678633022784,8.349313701099808
0.3535353535353536,-0.89,0,NA,1,0.3535353535353536,-0.89,7.489328844593957,0.2592396490072459,7.114102052941095,8.137898460726205
0.3535353535353536,0,0,NA,1,0.3535353535353536,0,7.68118343131073,0.283258287414463,7.227998760943456,8.187625677508937
0.3535353535353536,0.88,0,NA,1,0.3535353535353536,0.88,7.91176004217521,0.3277459628464176,7.268053566461693,8.352435074734151
0.36363636363636365,-0.89,0,NA,1,0.36363636363636365,-0.89,7.494100167133868,0.26351388807223064,7.114891099609949,8.145418657092243
0.36363636363636365,0,0,NA,1,0.36363636363636365,0,7.688427818108295,0.2851983052063648,7.230543610297392,8.192744224796884
0.36363636363636365,0.88,0,NA,1,0.36363636363636365,0.88,7.9172684784723835,0.327599064020146,7.269852622335844,8.354869784594637
0.37373737373737376,-0.89,0,NA,1,0.37373737373737376,-0.89,7.498749164207304,0.2673961962983973,7.1154664892665265,8.152408146934283
0.37373737373737376,0,0,NA,1,0.37373737373737376,0,7.6949710175655195,0.2871913786270339,7.23353503426986,8.1982177436664
0.37373737373737376,0.88,0,NA,1,0.37373737373737376,0.88,7.921738775555365,0.32654924506670774,7.2710295840122825,8.357449036961018
0.38383838383838387,-0.89,0,NA,1,0.38383838383838387,-0.89,7.503156618045775,0.2717436378188093,7.116491603567061,8.160522932695443
0.38383838383838387,0,0,NA,1,0.38383838383838387,0,7.701616808356041,0.28891978458840895,7.235913008513902,8.203542490780212
0.38383838383838387,0.88,0,NA,1,0.38383838383838387,0.88,7.926148103803788,0.32513389130548176,7.271875213074692,8.359468547786278
0.393939393939394,-0.89,0,NA,1,0.393939393939394,-0.89,7.5089949241625344,0.2765744986031365,7.118412812075501,8.168620894851292
0.393939393939394,0,0,NA,1,0.393939393939394,0,7.708524275175382,0.2909365367136654,7.237955261356938,8.20913526725904
0.393939393939394,0.88,0,NA,1,0.393939393939394,0.88,7.931349533128652,0.3235160490689083,7.273598049552467,8.362188682447533
0.4040404040404041,-0.89,0,NA,1,0.4040404040404041,-0.89,7.5139372455354625,0.28101601253580455,7.119519841509468,8.174928719029896
0.4040404040404041,0,0,NA,1,0.4040404040404041,0,7.715196260550739,0.29297929943504636,7.2397923969041695,8.213687057242693
0.4040404040404041,0.88,0,NA,1,0.4040404040404041,0.88,7.935717136094124,0.3229081264062314,7.275928550745796,8.363904853435576
0.4141414141414142,-0.89,0,NA,1,0.4141414141414142,-0.89,7.518811573446735,0.2850622342967409,7.121963053058595,8.181344630468793
0.4141414141414142,0,0,NA,1,0.4141414141414142,0,7.722067336484649,0.294548060138398,7.2422228070359775,8.219076689235806
0.4141414141414142,0.88,0,NA,1,0.4141414141414142,0.88,7.941006166898593,0.32191645141604336,7.276484953111594,8.366336847871127
0.42424242424242425,-0.89,0,NA,1,0.42424242424242425,-0.89,7.5245502827070965,0.29009622952066694,7.1237132000971,8.187432321418497
0.42424242424242425,0,0,NA,1,0.42424242424242425,0,7.729169816287654,0.2970611313094717,7.243608861493975,8.224565683872719
0.42424242424242425,0.88,0,NA,1,0.42424242424242425,0.88,7.945970815658622,0.3204946527802117,7.278195749419105,8.368284222573346
0.43434343434343436,-0.89,0,NA,1,0.43434343434343436,-0.89,7.529816287715384,0.29538298728492474,7.125927445477836,8.192462737338898
0.43434343434343436,0,0,NA,1,0.43434343434343436,0,7.736398636308582,0.29904209192003717,7.245161789015722,8.229732471294907
0.43434343434343436,0.88,0,NA,1,0.43434343434343436,0.88,7.950672666444474,0.3188344568132538,7.27875332715229,8.370483033897198
0.4444444444444445,-0.89,0,NA,1,0.4444444444444445,-0.89,7.5352577862346255,0.30034033218476386,7.127242485473863,8.198097078664047
0.4444444444444445,0,0,NA,1,0.4444444444444445,0,7.74325877697534,0.3004811921767911,7.2479215090943665,8.234562011122325
0.4444444444444445,0.88,0,NA,1,0.4444444444444445,0.88,7.9551388775531375,0.3178791666946929,7.280608682029346,8.372565413186894
0.4545454545454546,-0.89,0,NA,1,0.4545454545454546,-0.89,7.541246047668519,0.30569853982559214,7.128149971531524,8.20400226001398
0.4545454545454546,0,0,NA,1,0.4545454545454546,0,7.750405287771812,0.3020232860273681,7.250570757652741,8.239036536873577
0.4545454545454546,0.88,0,NA,1,0.4545454545454546,0.88,7.959468763002867,0.3163464854376982,7.281432126418854,8.374940813653089
0.4646464646464647,-0.89,0,NA,1,0.4646464646464647,-0.89,7.546756572960965,0.31006788655137263,7.129727061547844,8.211498802916982
0.4646464646464647,0,0,NA,1,0.4646464646464647,0,7.757711634292093,0.3033074099593312,7.2531812120267665,8.243477354720651
0.4646464646464647,0.88,0,NA,1,0.4646464646464647,0.88,7.96434724383866,0.3150519311181718,7.2824472576926835,8.3769594397252245
0.4747474747474748,-0.89,0,NA,1,0.4747474747474748,-0.89,7.551941438068516,0.3149635426197096,7.131100710070041,8.218008909271626
0.4747474747474748,0,0,NA,1,0.4747474747474748,0,7.764552503194623,0.3052920380824224,7.2556082547488225,8.248136907804975
0.4747474747474748,0.88,0,NA,1,0.4747474747474748,0.88,7.968839815364497,0.3141034024536786,7.282699028786957,8.37895376769127
0.48484848484848486,-0.89,0,NA,1,0.48484848484848486,-0.89,7.558511723619349,0.32009315878137085,7.131913608729614,8.22297848149708
0.48484848484848486,0,0,NA,1,0.48484848484848486,0,7.771082036070906,0.3066258332730614,7.257738524141668,8.25291109291178
0.48484848484848486,0.88,0,NA,1,0.48484848484848486,0.88,7.973534204954008,0.31264366868146926,7.284242452697702,8.38095678287389
0.494949494949495,-0.89,0,NA,1,0.494949494949495,-0.89,7.564646002173962,0.3251283472248652,7.132816564025098,8.22873583819248
0.494949494949495,0,0,NA,1,0.494949494949495,0,7.778120163155129,0.30756331330747777,7.2593753781443455,8.25724632056083
0.494949494949495,0.88,0,NA,1,0.494949494949495,0.88,7.977576539239921,0.31121031159813156,7.284317962124159,8.383189737841231
0.5050505050505051,-0.89,0,NA,1,0.5050505050505051,-0.89,7.570277168862878,0.3298216644469934,7.133711922866348,8.235061009705538
0.5050505050505051,0,0,NA,1,0.5050505050505051,0,7.7849116658502036,0.30851066928113396,7.261416356962616,8.262242301098922
0.5050505050505051,0.88,0,NA,1,0.5050505050505051,0.88,7.981548884900793,0.3098674049995327,7.284074845897407,8.385153659654124
0.5151515151515152,-0.89,0,NA,1,0.5151515151515152,-0.89,7.576569798360223,0.3353868384188321,7.134513905562655,8.2398345724608
0.5151515151515152,0,0,NA,1,0.5151515151515152,0,7.791513825632972,0.30934502782871903,7.263637108076237,8.266050565267276
0.5151515151515152,0.88,0,NA,1,0.5151515151515152,0.88,7.9862647110165295,0.3084045047167034,7.284349469652947,8.387542624861188
0.5252525252525253,-0.89,0,NA,1,0.5252525252525253,-0.89,7.582706184545153,0.3401251911143828,7.1356192548487005,8.24505992664413
0.5252525252525253,0,0,NA,1,0.5252525252525253,0,7.798547793505551,0.3102654697576232,7.2655885801229925,8.270374181161525
0.5252525252525253,0.88,0,NA,1,0.5252525252525253,0.88,7.990240002624095,0.30785787852534025,7.2846236745852275,8.389508982220892
0.5353535353535354,-0.89,0,NA,1,0.5353535353535354,-0.89,7.5888394382842925,0.34549252262676033,7.136229979718942,8.250561671747082
0.5353535353535354,0,0,NA,1,0.5353535353535354,0,7.805638400839488,0.31100711565785993,7.267141793524182,8.274681643710204
0.5353535353535354,0.88,0,NA,1,0.5353535353535354,0.88,7.9945690300416,0.3062698182266255,7.285027006186371,8.391170536013353
0.5454545454545455,-0.89,0,NA,1,0.5454545454545455,-0.89,7.59528205030324,0.35079399032302144,7.136711256360493,8.256287981450004
0.5454545454545455,0,0,NA,1,0.5454545454545455,0,7.812004267389412,0.31186732388384397,7.269462708747784,8.278001356925223
0.5454545454545455,0.88,0,NA,1,0.5454545454545455,0.88,7.998468474659962,0.3047284393641122,7.28520938319406,8.392903270894562
0.5555555555555556,-0.89,0,NA,1,0.5555555555555556,-0.89,7.601770380852457,0.35579827677079146,7.137505862912436,8.25946910938534
0.5555555555555556,0,0,NA,1,0.5555555555555556,0,7.818743407701772,0.31231568109629976,7.271477700943581,8.281877317828055
0.5555555555555556,0.88,0,NA,1,0.5555555555555556,0.88,8.002118272740525,0.3035410000995739,7.285068375900239,8.394253993891617
0.5656565656565657,-0.89,0,NA,1,0.5656565656565657,-0.89,7.607827007911103,0.3613361611216415,7.138111411885064,8.263962159596417
0.5656565656565657,0,0,NA,1,0.5656565656565657,0,7.825545272488591,0.31228733519727647,7.273748966478155,8.285968808926233
0.5656565656565657,0.88,0,NA,1,0.5656565656565657,0.88,8.006237343560494,0.30250776207308666,7.285152515505806,8.396228171260539
0.5757575757575758,-0.89,0,NA,1,0.5757575757575758,-0.89,7.614204486544489,0.36656482854778527,7.139208399099958,8.268718956206826
0.5757575757575758,0,0,NA,1,0.5757575757575758,0,7.832156129429627,0.3121424528174891,7.276297367200157,8.289700868329854
0.5757575757575758,0.88,0,NA,1,0.5757575757575758,0.88,8.009636115225526,0.301060668826413,7.285673161078054,8.397964794426521
0.5858585858585859,-0.89,0,NA,1,0.5858585858585859,-0.89,7.620969228043991,0.3712353405903986,7.139985998272122,8.273840911197674
0.5858585858585859,0,0,NA,1,0.5858585858585859,0,7.838854017964228,0.3122424501107028,7.278019250386678,8.294355963412537
0.5858585858585859,0.88,0,NA,1,0.5858585858585859,0.88,8.013820234847467,0.2994697453564808,7.285633405591146,8.399691185319082
0.595959595959596,-0.89,0,NA,1,0.595959595959596,-0.89,7.627782314367986,0.37707904942604575,7.140530107943469,8.278460982476638
0.595959595959596,0,0,NA,1,0.595959595959596,0,7.845295291101511,0.3121412245277075,7.280179484483684,8.29813366935282
0.595959595959596,0.88,0,NA,1,0.595959595959596,0.88,8.017267931653732,0.2984710702511207,7.285167112299739,8.400815367855383
0.6060606060606061,-0.89,0,NA,1,0.6060606060606061,-0.89,7.634095625811199,0.3824699240534809,7.141437369758849,8.283218165048272
0.6060606060606061,0,0,NA,1,0.6060606060606061,0,7.851904526422556,0.3126028683008293,7.2818848101557485,8.301824069475368
0.6060606060606061,0.88,0,NA,1,0.6060606060606061,0.88,8.020726364460295,0.2967117696000209,7.284887363287729,8.402901801799226
0.6161616161616162,-0.89,0,NA,1,0.6161616161616162,-0.89,7.640746775444074,0.3866823318599575,7.142448984413279,8.28743173052947
0.6161616161616162,0,0,NA,1,0.6161616161616162,0,7.858260212292464,0.31223690314064295,7.283552971137483,8.305198531848758
0.6161616161616162,0.88,0,NA,1,0.6161616161616162,0.88,8.024473013352647,0.295670996159873,7.2849041305325395,8.405039996301516
0.6262626262626263,-0.89,0,NA,1,0.6262626262626263,-0.89,7.647916530409921,0.39187558087748475,7.143072037470176,8.290871722858668
0.6262626262626263,0,0,NA,1,0.6262626262626263,0,7.8646632434575725,0.31235884681853177,7.285713879305634,8.3092803202622
0.6262626262626263,0.88,0,NA,1,0.6262626262626263,0.88,8.02812199706556,0.29411994541488107,7.285476723842939,8.406560464023988
0.6363636363636365,-0.89,0,NA,1,0.6363636363636365,-0.89,7.654794558647994,0.3965629495440655,7.143331171800198,8.295100896202893
0.6363636363636365,0,0,NA,1,0.6363636363636365,0,7.871327550552435,0.3118268720632888,7.286608228348863,8.312373010531097
0.6363636363636365,0.88,0,NA,1,0.6363636363636365,0.88,8.031773652005075,0.2925805286830919,7.285711346593375,8.408238276560086
0.6464646464646465,-0.89,0,NA,1,0.6464646464646465,-0.89,7.661668314539848,0.40161217476386263,7.144518299350263,8.299257186111708
0.6464646464646465,0,0,NA,1,0.6464646464646465,0,7.8779990753932285,0.31075803214288045,7.287730053310644,8.316061468319198
0.6464646464646465,0.88,0,NA,1,0.6464646464646465,0.88,8.03493604380114,0.2909841727389453,7.285575981464237,8.409835587944151
0.6565656565656566,-0.89,0,NA,1,0.6565656565656566,-0.89,7.668695491810018,0.4059414324158052,7.145244599520634,8.302899433323253
0.6565656565656566,0,0,NA,1,0.6565656565656566,0,7.8840766836502905,0.3103438421355067,7.289434060353901,8.31940594543673
0.6565656565656566,0.88,0,NA,1,0.6565656565656566,0.88,8.038132804019465,0.28957667295464884,7.285799357203293,8.412056556414896
0.6666666666666667,-0.89,0,NA,1,0.6666666666666667,-0.89,7.675674878046523,0.41062916725132986,7.1459103451276915,8.306758148880311
0.6666666666666667,0,0,NA,1,0.6666666666666667,0,7.890274778360027,0.30965624593627267,7.290199781303096,8.322917451188813
0.6666666666666667,0.88,0,NA,1,0.6666666666666667,0.88,8.041327743409505,0.28896442305803643,7.2859256162803,8.413418761640376
0.6767676767676768,-0.89,0,NA,1,0.6767676767676768,-0.89,7.68364432868804,0.4154626998360368,7.147527097142776,8.31076258829191
0.6767676767676768,0,0,NA,1,0.6767676767676768,0,7.896190536811908,0.30934939850195126,7.291825006049416,8.32581446823241
0.6767676767676768,0.88,0,NA,1,0.6767676767676768,0.88,8.044260656355123,0.2882996991836532,7.286290075660681,8.415317768218534
0.686868686868687,-0.89,0,NA,1,0.686868686868687,-0.89,7.690500493497318,0.41968511530456476,7.148843683811713,8.314338149400124
0.686868686868687,0,0,NA,1,0.686868686868687,0,7.90259905756361,0.3088592551482345,7.292584282597454,8.328711408404223
0.686868686868687,0.88,0,NA,1,0.686868686868687,0.88,8.047218379783276,0.28701929058579223,7.286238553887706,8.416505465572282
0.696969696969697,-0.89,0,NA,1,0.696969696969697,-0.89,7.698204540332996,0.42336851237105527,7.14908427888755,8.31831737904112
0.696969696969697,0,0,NA,1,0.696969696969697,0,7.908578641111461,0.30799460933174055,7.293750522178051,8.332244509196137
0.696969696969697,0.88,0,NA,1,0.696969696969697,0.88,8.050939627868866,0.2854760112383468,7.286732516574075,8.41789086761189
0.7070707070707072,-0.89,0,NA,1,0.7070707070707072,-0.89,7.705144836086374,0.42685915222099274,7.1495539586514845,8.321604636261695
0.7070707070707072,0,0,NA,1,0.7070707070707072,0,7.914573378991615,0.3070028738407809,7.295003594163416,8.335540037494779
