L1eng,value
Others,0.1611260172124274
Others,0.16603990514837957
Others,0.1439296718138351
Others,0.25759287290047794
Others,0.15389898369020574
Others,0.17080404927450127
Others,0.0944654364798135
Others,0.14652759361955595
Others,0.10748547141389125
Others,0.11565973782721829
Others,0.12482505342831225
Others,0.12600411197748454
Others,0.1719435216092901
Others,0.14759628933813415
Others,0.2313566916702455
Others,0.16816533671064635
Others,0.30884198258056117
Others,0.18353552829337544
Others,0.18259306221612936
Others,0.12276757685183094
Others,0.04577155845801661
Others,0.08216920795773977
Others,0.11813700854013434
Others,0.07601315730148987
Others,0.12166193527063444
Others,0.2946289810986908
Others,0.28617058871185097
Others,0.12425092519210296
Others,0.20328701514265285
Others,0.11669477343022563
Others,0.16473460026481654
Others,0.20616236114911252
Others,0.149146944437246
Others,0.17256490060825624
Others,0.26696244239496414
Others,0.1389117369812976
Others,0.14102750537423708
Others,0.12354325631064689
Others,0.12674959428566238
Others,0.04038079145410005
Others,0.5853296180747729
Others,0.5652383366367402
Others,0.6216332300704974
Others,0.11009145047845141
Others,0.15229933402721887
Others,0.12535227688751993
Others,0.12923644621077293
Others,0.1330451591862102
Others,0.13293867615358346
Others,0.12751765788550035
Others,0.30117007299918797
Others,0.33731578066169104
Others,0.2123693938075024
Others,0.36598623801573893
Others,0.19028436187492379
Others,0.20374968808892477
Others,0.16575052669512305
Others,0.17838918600481546
Others,0.11031062594269603
Others,0.11983450773959008
Others,0.11642982509441013
Others,0.09216753706626622
Others,0.11731790106127624
Others,0.08158979348648791
Others,0.10187573907152239
Others,0.4339894565363771
Others,0.10577842035628877
Others,0.10725779732503239
Others,0.07366007565823474
Others,0.16649208982634056
Others,0.1894720743295182
Others,0.16169483129869386
Others,0.244456241883857
Others,0.10842388136080496
Others,0.12755661563694845
Others,0.13850279291509657
Others,0.1468242443979891
Others,0.18527705277694978
Others,0.2361601469712261
Others,0.17922501717754638
Others,0.1630768904999436
Others,0.23651021305007075
Others,0.20985018985403936
Others,0.17594192265248948
Others,0.15738281922442998
Others,0.1888099986011091
Others,0.14239066868274305
Others,0.1917107134569168
Others,0.14877708625663802
Others,0.17928923343655617
Others,0.1796712703901898
Others,0.18131619015835088
Others,0.15352164402325588
Others,0.16227338132072217
Others,0.14945345809247965
Others,0.20382142475763776
Others,0.4761296995082563
Others,0.46731053641638226
Others,0.4017649013291229
Others,0.3877333768142346
Others,0.5158692382719734
Others,0.3180086285058926
Others,0.1615867569367415
Others,0.17542248589485887
Others,0.15750764916560028
Others,0.1707843543627956
Others,0.15851278318401413
Others,0.23998548994169072
Others,0.16552195614288154
Others,0.1589141665514074
Others,0.18032011165105435
Others,0.14390434018375925
Others,0.08527748511019519
Others,0.09321557771808046
Others,0.09987974415508084
Others,0.17582131283529226
Others,0.030958136120941754
Others,0.03923545469784061
Others,0.05077557334967846
Others,0.0674883081553875
Others,0.6737517036423242
Others,0.1581680363059013
Others,0.15495560260599178
Others,0.05127516463354813
Others,0.039102803260113575
Others,0.03996573044008237
Others,0.06169394075227535
Others,0.15182984293955837
Others,0.0918563427925661
Others,0.14054383995339667
Others,0.11824491812642711
Others,0.08202039041104582
Others,0.13787278440799347
Others,0.1377520689143162
Others,0.16294673382308078
Others,0.10794898648431005
Others,0.12716196851975003
Others,0.07347015920169765
Others,0.1265042791799686
Others,0.32194876899026853
Others,0.1521048000499051
Others,0.24956661673006428
Others,0.11018104002055847
Others,0.24864693097772586
Others,0.18627838580389022
Others,0.19146268114171022
Others,0.1211582083606071
Others,0.1447522394632502
Others,0.19239879149868902
Others,0.1994910162601293
Others,0.29410307753186626
Others,0.25601649919669167
Others,0.23049566713141087
Others,0.3773575110778801
Others,0.32461673292478166
Others,0.34628903537848416
Others,0.39185364815202434
Others,0.219778003363357
Others,0.3762690714145096
Others,0.21117099638473996
Others,0.09752192700013396
Others,0.07911209410942326
Others,0.2646593194480233
Others,0.1553236321770478
Others,0.1772434580020282
Others,0.20048339413530197
Others,0.2076346616097266
Others,0.1862563109668922
Others,0.22762240438771236
Others,0.03521903026066344
Others,0.07051408984158673
Others,0.20435180503495493
Others,0.14421675478055831
Others,0.08359563079842826
Others,0.1639925762861192
Others,0.1583560021204836
Others,0.09637907122180578
Others,0.10489447961053922
Others,0.16487402865852374
Others,0.11231806737344333
Others,0.1970410655856361
Others,0.10521860282617686
Others,0.1258315801114926
Others,0.17519256844261855
Others,0.10634632859775738
Others,0.11666460444579115
Others,0.15930218141508537
Others,0.1366703893434515
Others,0.10570833330753406
Others,0.15234088498555215
Others,0.15481398409673838
Others,0.10349478777132952
Others,0.1449108583413118
Others,0.2158135160880164
Others,0.19665491991779369
Others,0.31324724959342565
Others,0.29448316471981617
Others,0.27371863036835165
Others,0.3064201041444578
Others,0.06851766849510436
Others,0.09160194560764484
Others,0.12331109270275346
Others,0.11079251090240633
Others,0.44105491435979566
Others,0.24709837341311552
Others,0.33037895971269204
Others,0.20060419980865082
Others,0.322633997148421
Others,0.30619003427202274
Others,0.39478781131117724
Others,0.2936577532673699
Others,0.23602941304842626
Others,0.23305541860652573
Others,0.3899719889858916
Others,0.47645001946778665
Others,0.1419583857175532
Others,0.19393991375902092
Others,0.14709783068570145
Others,0.12451245149683868
Others,0.14077770490000865
Others,0.17492680264994767
Others,0.043014494488954884
Others,0.15037606173341622
Others,0.3498527108063086
Others,0.36614269515420106
Others,0.5675206511396274
Others,0.35655111598954853
Others,0.027426340602778362
Others,0.24992298473134636
Others,0.16080840748620445
Others,0.13882319909204027
Others,0.15895034828106694
Others,0.1536834796884898
Others,0.1235621456758434
Others,0.1866078357115813
Others,0.23244291246085028
Others,0.1771478773299795
Others,0.15774650706824705
Others,0.14187537871320005
Others,0.2098757491374857
Others,0.18717393510584848
Others,0.21853577667785998
Others,0.41063791012996165
Others,0.17520050267017478
Others,0.13986521534490348
Others,0.14496975685355912
Others,0.2015565324225894
Others,0.14049976013930887
Others,0.026503465722510798
Others,0.04013597442928191
Others,0.04444246001624578
Others,0.035060065087099086
Others,0.12475658872873012
Others,0.22342709453968695
Others,0.22606260660687302
Others,0.19969892833801448
Others,0.06449155808926778
Others,0.2682690008678105
Others,0.310619777669285
Others,0.16535536448027238
Others,0.10674710692025513
Others,0.17848643889381388
Others,0.1710250516580653
Others,0.20405615115009956
Others,0.26688793451165865
Others,0.11302091261055205
Others,0.1567418044378485
Others,0.14502863592211232
Others,0.09775544045125198
Others,0.11796722496963229
Others,0.11832295121864338
Others,0.12384358932695576
Others,0.21350271941335555
Others,0.1759386123168965
Others,0.18951208298870398
Others,0.15803426128826129
Others,0.1904378473127487
Others,0.22472173390770786
Others,0.1675813252732198
Others,0.1941049830186454
Others,0.1226042981164466
Others,0.12580480596206947
Others,0.15449674943063707
Others,0.2301828217977005
Others,0.18671727148074735
Others,0.1959362334008582
Others,0.10762693574424712
Others,0.13152072846383414
Others,0.22451848206399605
Others,0.15405980982015596
Others,0.15285459570207546
Others,0.15930840428954135
Others,0.15811924754952741
Others,0.1668483716308884
Others,0.10741506336277476
Others,0.09611537604298599
Others,0.1115405271729801
Others,0.12599850507443502
Others,0.14781621006105536
Others,0.1215480208821914
Others,0.1569510598415904
Others,0.12377720908806508
Others,0.15386228275145253
Others,0.09198714341733893
Others,0.6408697938630558
Others,0.37330191250567296
Others,0.2620710249853651
Others,0.7202407203866062
Others,0.28635722868550134
Others,0.213454581938461
Others,0.22584457810454547
Others,0.3000468639215472
Others,0.39583686422548997
Others,0.16308960050921553
Others,0.3457239597340116
Others,0.16969234818871903
Others,0.21511840299545634
Others,0.1559708738444826
Others,0.11668595672642144
Others,0.22689624906402894
Others,0.15326735445866302
Others,0.14233562264167865
Others,0.18024785724770132
Others,0.16951578438910692
Others,0.1348444763239466
Others,0.17090889785438368
Others,0.1592132154797172
Others,0.15929200005126437
Others,0.2367263912359994
Others,0.12737353841956014
Others,0.21233698365481615
Others,0.12129970004716935
Others,0.17907137394233244
Others,0.177762310071717
Others,0.19125144658332005
Others,0.19458624778208022
Others,0.12974901514905593
Others,0.12362365308843382
Others,0.09461791146393055
Others,0.11013719400588728
Others,0.10642106992646073
Others,0.32460360640019864
Others,0.16094015223612304
Others,0.18122071350211855
Others,0.23279287727014938
Others,0.11805646135743464
Others,0.12949406073839
Others,0.24510491456599315
Others,0.4377641604003688
Others,0.40170603271118477
Others,0.15567574114172092
Others,0.2238179233623131
Others,0.7405691529829392
Others,0.34598224970643526
Others,0.33977533196829895
Others,0.18067913100264485
Others,0.1318955440256207
Others,0.15412659707842186
Others,0.16000527155107833
Others,0.35115573027435726
Others,0.3680126024145812
Others,0.4463847000927965
Others,0.4559882491660661
Others,0.9206123361541525
Others,0.9270342727995721
Others,0.9832599602456163
Others,0.15195274297920666
Others,0.17258942917020179
Others,0.18710909683593452
Others,0.1430040078063366
Others,0.13519637515138924
Others,0.15187995804798923
Others,0.15986704854970246
Others,0.15609652476068397
Others,0.12302131787184789
Others,0.11323889160220381
Others,0.1201193934503343
Others,0.11453749757422052
Others,0.11047293031406882
Others,0.1205994522109359
Others,0.14735121124372838
Others,0.138343811302623
Others,0.12179536376428705
Others,0.19392684142035538
Others,0.14546543110365867
Others,0.22765742605762207
Others,0.12375368014960815
Others,0.23909045934886936
Others,0.24434132507184791
Others,0.07425540813643039
Others,0.2016568863263513
Others,0.15545182530269486
Others,0.19928920430940839
Others,0.17372633090837547
Others,0.6210610560195202
Others,0.11915525564251932
Others,0.05973723369550988
Others,0.2463544208769505
Others,0.25212747763495585
Others,0.12381466792440957
Others,0.14394396092176773
Others,0.10894277608309486
Others,0.12109258534381462
Others,0.5791215827677791
Others,0.562238728268584
Others,0.2420327327948021
Others,0.23535154704043693
Others,0.39984212435863603
Others,0.30773562526243275
Others,0.3957295491775847
Others,0.19292130739750174
Others,0.26325352462729673
Others,0.321477348764513
Others,0.4144356308016431
Others,0.6182076238372821
Others,0.47545486930890424
Others,0.4757992374801256
Others,0.15679920887457274
Others,0.10559856548611483
Others,0.1601316851174036
Others,0.12433887910210555
Others,0.17308905315430864
Others,0.16060916322803273
Others,0.10317310317141196
Others,0.05201886764612736
Others,0.12769819060446957
Others,0.10865299493911844
Others,0.12072013680994685
Others,0.08930563880809468
Others,0.19795958107162295
Others,0.1442821597516932
Others,0.2673049230964804
Others,0.09061200704001329
Others,0.31697657730783435
Others,0.13900203254657104
Others,0.1945106883256719
Others,0.24963508317144406
Others,0.26981283043579823
Others,0.14446099161205062
Others,0.1809394210492979
Others,0.0826369402507828
Others,0.1486131090915747
Others,0.18288777130665734
Others,0.146921497518694
Others,0.12358593886238162
Others,0.10348131387089428
Others,0.15259168904164977
Others,0.1595988976280483
Others,0.09561518409258472
Others,0.05354618707357316
Others,0.0372040315022042
Others,0.09097232239324084
Others,0.11874355796978008
Others,0.1471404408623032
Others,0.12847060982638447
Others,0.1423057382384359
Others,0.11892611878713442
Others,0.042378629674268385
Others,0.10032650201945131
Others,0.16521654133980263
Others,0.6310783024348988
Others,0.5174039970943645
Others,0.34170143817675336
Others,0.3450355323335658
Others,0.16219455158430574
Others,0.4035008572935414
Others,0.36637721128640754
Others,0.37499868411368986
Others,0.273382884126763
Others,0.2404200511026236
Others,0.09089995450968974
Others,0.23547439097468678
Others,0.25146497184213973
Others,0.25208520480414776
Others,0.1687614947855288
Others,0.1844385641132584
Others,0.14296150532283405
Others,0.1344460404239611
Others,0.13703159776653337
Others,0.13907976220373167
Others,0.1442900045379396
Others,0.18288019950413342
Others,0.16892164527492792
Others,0.49703567811023036
Others,0.4199495144808009
Others,0.17836335576509857
Others,0.18559667413494066
Others,0.3476267715012671
Others,0.3844838122868129
Others,0.07231940108368251
Others,0.10163019909257875
Others,0.07434863443856976
Others,0.1015546235804168
Others,0.1927710774632229
Others,0.22795638446625022
Others,0.19937055313434782
Others,0.32169697606798936
Others,0.18651281977068265
Others,0.23922141819629383
Others,0.15455530920120866
Others,0.16716066669159876
Others,0.2815904143360726
Others,0.19691126869184736
Others,0.3059900690552999
Others,0.09790895778890611
Others,0.10827515625810015
Others,0.07047582860871106
Others,0.1157137505817203
Others,0.17082628896457172
Others,0.1529403153541247
Others,0.15684001146798043
Others,0.1374073312189287
Others,0.12773450063611577
Others,0.1016803374553107
Others,0.1773557094603758
Others,0.11812681623274804
Others,0.16978947892287444
Others,0.16631269730109974
Others,0.1825185425143764
Others,0.13055054135171656
Others,0.24706689184971806
Others,0.22461924000021652
Others,0.06011488136457422
Others,0.07728304744363874
Others,0.2717728572251858
Others,0.1552363149568394
Others,0.18050543740713354
