L1eng,value
Others,0.14122420194151125
Others,0.20354760922480628
Others,0.13435138657220463
Others,0.18717142493498376
Others,0.19330911791092933
Others,0.15876349990845914
Others,0.19898556785476143
Others,0.10837520272793333
Others,0.14698137500462832
Others,0.14593110742036358
Others,0.2325198101016908
Others,0.5378000157393044
Others,0.4294591801888203
Others,0.1783338960784246
Others,0.11799278611858856
Others,0.15693185800547269
Others,0.1844947093976839
Others,0.2972383923807327
Others,0.10469972780833153
Others,0.17158331754507364
Others,0.14907629500041347
Others,0.18880470232134944
Others,0.18039571435358492
Others,0.15015236409242524
Others,0.31480897939130426
Others,0.21136625017467378
Others,0.16891478701912674
Others,0.2139443878168277
Others,0.07262818518045186
Others,0.056806587178972044
Others,0.0025085018855379895
Others,0.015550676299038217
Others,0.0961095490466745
Others,0.0792507414493638
Others,0.030518112113497413
Others,0.2454703395283119
Others,0.17997662700188902
Others,0.12479539630062118
Others,0.14828669405868775
Others,0.10565379845785722
Others,0.19263189709778522
Others,0.12802290514058226
Others,0.1722537062795849
Others,0.13418762140681242
Others,0.15544841948928517
Others,0.1465849653545959
Others,0.12269897658844205
Others,0.17869602124250059
Others,0.1798023405508165
Others,0.19334837052184836
Others,0.1564475563824084
Others,0.13062636117818238
Others,0.16278230322195344
Others,0.3270614368789256
Others,0.4356090036034976
Others,0.25848285754875716
Others,0.2904571122643583
Others,0.29815169847218753
Others,0.2721019516344181
Others,0.06718718080443563
Others,0.17424695114758254
Others,0.09550911519139747
Others,0.06775215987668924
Others,0.09086400133344524
Others,0.08685510535207394
Others,0.06826245533247793
Others,0.09788762297624427
Others,0.09091567434528121
Others,0.1320939370045031
Others,0.125437212976794
Others,0.13322117886847357
Others,0.14847825363117953
Others,0.11079376899820835
Others,0.20907942352013714
Others,0.3541895661273106
Others,0.32840663644641327
Others,0.1197168857007024
Others,0.0979639567771207
Others,0.11877878415356628
Others,0.1402126694015622
Others,0.16528401144012778
Others,0.16248215507097974
Others,0.26220445598107883
Others,0.29906031444935194
Others,0.3150587210467647
Others,0.38982856652582903
Others,0.5967320186094437
Others,0.44604829402359736
Others,0.44914012708488193
Others,0.45558553065863433
Others,0.4611142225552681
Others,0.4538376042140033
Others,0.22963226958129673
Others,0.14571439642703535
Others,0.022058291846230097
Others,0.03687683715828613
Others,0.03026489798957352
Others,0.1053920258494619
Others,0.22679059692474388
Others,0.12032351314576865
Others,0.18898224201085453
Others,0.09767425291224877
Others,0.19315173611771727
Others,0.1570805056375492
Others,0.170816317271819
Others,0.11945875312960352
Others,0.09960871734073065
Others,0.16053230906599006
Others,0.34004314670071206
Others,0.34174757228790414
Others,0.2632224826946539
Others,0.26236623392117536
Others,0.15542965484739776
Others,0.15164628321932905
Others,0.0856443334322904
Others,0.13896445252603962
Others,0.12222688845806591
Others,0.08174099343285363
Others,0.2048654122925504
Others,0.14292032842762956
Others,0.06084707660726176
Others,0.1657936615818444
Others,0.2104776686826984
Others,0.1366279491740991
Others,0.16926020981832754
Others,0.12235655689530674
Others,0.12917071738875616
Others,0.17898080954316123
Others,0.1391540287402521
Others,0.128285306949663
Others,0.23379100713793807
Others,0.1552406229135829
Others,0.16207836427584146
Others,0.16982338423800694
Others,0.19228303629571744
Others,0.13692223976679396
Others,0.17274716984143115
Others,0.15295984661088613
Others,0.09187174401737574
Others,0.10191289481726286
Others,0.43109468089122843
Others,0.3739626993105868
Others,0.4225612174068261
Others,0.3052636834192064
Others,0.17182784049779934
Others,0.17645436628965946
Others,0.37114365693855716
Others,0.13397388273961117
Others,0.21921276310705595
Others,0.08548525793276956
Others,0.15387816167951038
Others,0.10758078358310985
Others,0.12686176971088553
Others,0.13665992859397452
Others,0.17381446005833792
Others,0.3323372102419787
Others,0.11917386510308889
Others,0.14838943181854292
Others,0.6951384978380947
Others,0.2579881254447345
Others,0.18043422741128531
Others,0.08805262614450424
Others,0.06693147004185855
Others,0.24447699635823242
Others,0.15107402525366678
Others,0.12480280639045521
Others,0.11363831353832382
Others,0.16703692221428262
Others,0.16574066503145107
Others,0.13589397968725897
Others,0.16247979708906254
Others,0.10001293927971366
Others,0.11641393074880155
Others,0.06758739823235811
Others,0.11581262222506614
Others,0.0891214468437038
Others,0.02250959376126454
Others,0.028481594012595923
Others,0.09191506678418142
Others,0.1523949283232546
Others,0.03162901272129673
Others,0.026548213566847837
Others,0.008282179807816316
Others,0.42729491127583585
Others,0.27195408878794713
Others,0.49231398125726306
Others,0.09618861240223536
Others,0.15192845141779276
Others,0.13649110323106575
Others,0.15651092857940083
Others,0.04505912100387879
Others,0.052547733839535635
Others,0.24759598336764846
Others,0.25007184023960094
Others,0.32063205162986613
Others,0.4008657668660887
Others,0.531180896185909
Others,0.10577878499937146
Others,0.2112018177357942
Others,0.16871492729737658
Others,0.18605610666606553
Others,0.12391949308692175
Others,0.11333027774331267
Others,0.12455193847321121
Others,0.42974228995885994
Others,0.85330177342574
Others,0.4717868291133917
Others,0.4665282500731049
Others,0.4853492696972043
Others,0.16439059648610618
Others,0.7049288298762028
Others,0.5347969372813085
Others,0.07753129518743646
Others,0.12245724923849909
Others,0.11010395069926962
Others,0.037824386595843563
Others,0.20958657830511385
Others,0.13817607397937823
Others,0.20643495355105332
Others,0.14687237343306503
Others,0.14812817915696924
Others,0.15559434527799956
Others,0.15763064152041323
Others,0.15709894548735698
Others,0.20801978702517016
Others,0.17650776693170478
Others,0.22763106626552237
Others,0.23458681925871336
Others,0.15397801633862268
Others,0.19083130830050338
Others,0.18129486041657095
Others,0.1834754274960596
Others,0.1345693239458575
Others,0.1864182109692671
Others,0.11075281488119443
Others,0.17429865962899987
Others,0.5724213488120775
Others,0.49656014033180096
Others,0.33311416860475623
Others,0.30810193526735125
Others,0.19724130541090615
Others,0.2203900953203905
Others,0.22760026426094035
Others,0.20641122609973572
Others,0.20661759215972839
Others,0.1298673020491067
Others,0.13172781666559635
Others,0.042683375224249386
Others,0.13696957308859115
Others,0.14085000416333687
Others,0.1737680279289413
Others,0.13030987670804645
Others,0.22429833711986014
Others,0.18584691774382242
Others,0.16908264329216677
Others,0.13060066419778255
Others,0.17712021400620892
Others,0.051508809256162524
Others,0.19345578149052506
Others,0.1535678133733431
Others,0.19298190899902407
Others,0.3109930707639009
Others,0.08585488533240965
Others,0.1910894997759747
Others,0.2206163529182529
Others,0.1799129745852753
Others,0.08944504223105508
Others,0.06478994569936652
Others,0.017156445116589824
Others,0.04543466638973323
Others,0.12057776088998527
Others,0.15033639212173258
Others,0.1539132681367146
Others,0.14404061600506915
Others,0.2250373972418398
Others,0.2064423323405279
Others,0.32191604336218244
Others,0.13605523853665913
Others,0.274030970206728
Others,0.2243593715735006
Others,0.1718103573174337
Others,0.08427483160710855
Others,0.16374222759281232
Others,0.4178365716770496
Others,0.39750797729186615
Others,0.3431817567173161
Others,0.3289982414127335
Others,0.2541510356110331
Others,0.2174731081689829
Others,0.23576719836159418
Others,0.2978545226284795
Others,0.5470542883491597
Others,0.4856820943363275
Others,0.15426790290598685
Others,0.14390909121542497
Others,0.2132857451042404
Others,0.15833392337376492
Others,0.17594105973144836
Others,0.07377349773835186
Others,0.0993041201833952
Others,0.11511408196129332
Others,0.24711714875088675
Others,0.14069713590609217
Others,0.22947221182232366
Others,0.11484982316475616
Others,0.13281315908316785
Others,0.0608685552029972
Others,0.041170500212861415
Others,0.1462653945819522
Others,0.10516203147649596
Others,0.10773530604699674
Others,0.25982261076999685
Others,0.18745155698744437
Others,0.21630005598257773
Others,0.3603076806414805
Others,0.14130895614579705
Others,0.12832156441174705
Others,0.1549787286600653
Others,0.15166948114687884
Others,0.14139953536882127
Others,0.13288933961637028
Others,0.11111047799384269
Others,0.13795236070985073
Others,0.11822541607016067
Others,0.14125863712156522
Others,0.15568502953136848
Others,0.12063859262853208
Others,0.1594732779970202
Others,0.17079234646520733
Others,0.3093337119676817
Others,0.34323001593119085
Others,0.395882356337192
Others,0.42467736259458655
Others,0.4765587397091057
Others,0.15692853833108691
Others,0.14014875863651235
Others,0.21948520754692893
Others,0.7599767518768631
Others,0.9307611991577445
Others,0.9671010351761715
Others,0.8447422793449205
Others,0.08410454338579604
Others,0.4148913086047168
Others,0.1074218561687119
Others,0.08503790779589732
Others,0.21269901361294416
Others,0.1493557763050442
Others,0.17048505442311113
Others,0.2009835445128912
Others,0.23978072615875046
Others,0.28008331843139644
Others,0.26545836600919714
Others,0.3369875513550105
Others,0.22125846001427774
Others,0.3206076447498518
Others,0.12012535757607702
Others,0.17183174120555764
Others,0.1052179849529404
Others,0.14554100016599833
Others,0.22666073408533313
Others,0.11252206146002498
Others,0.15018587655997626
Others,0.09331123401612951
Others,0.1197879703972196
Others,0.14333097033930356
Others,0.17868861053844148
Others,0.30729634577770754
Others,0.2827431671420113
Others,0.17753316241042108
Others,0.13431696031292645
Others,0.12814466171953046
Others,0.19333027035968878
Others,0.19315365333663626
Others,0.5352760398382157
Others,0.5615119161647893
Others,0.386549332728846
Others,0.3897964035096466
Others,0.36586150255838884
Others,0.7000443746616856
Others,0.5789346124625905
Others,0.6180531574427406
Others,0.6305575100002018
Others,0.6431746050742749
Others,0.6629110913367786
Others,0.6347433248251609
Others,0.4764609917352165
Others,0.12826675063122328
Others,0.1489727257731855
Others,0.1627860766514299
Others,0.23482331652539887
Others,0.26516511434845624
Others,0.1532887941181938
Others,0.2189932227141663
Others,0.17008495307396726
Others,0.21479734908455564
Others,0.1566893313538119
Others,0.11621413159500037
Others,0.17063716265336615
Others,0.1185952348449798
Others,0.17821018334983804
Others,0.10579168160957197
Others,0.12387262000999774
Others,0.13821648846994844
Others,0.12867683169580563
Others,0.18544022596362547
Others,0.15297508367361085
Others,0.1449100227612451
Others,0.15191922478501646
Others,0.1553394787746594
Others,0.14800320413766588
Others,0.13963615962882897
Others,0.1262149696563622
Others,0.13906320752837786
Others,0.12764861478089853
Others,0.11560060863534738
Others,0.13340484776905348
Others,0.0735306212554208
Others,0.07610340966792857
Others,0.06230098094195066
Others,0.2248998723441742
Others,0.21123023562563492
Others,0.21418227620756272
Others,0.16836168325328543
Others,0.22229474288616158
Others,0.1448403693803357
Others,0.13046322732179297
Others,0.12844128908775612
Others,0.15571954456851572
Others,0.052880080177807466
Others,0.05504269019146616
Others,0.13935987254936094
Others,0.06476761177688002
Others,0.0682131328365631
Others,0.08963007146273494
Others,0.07567884382849228
Others,0.06458027172129051
Others,0.1551242859333542
Others,0.3970989257884327
Others,0.2718171354474755
Others,0.16466207423171264
Others,0.2166465489571145
Others,0.15687302812397116
Others,0.1268349031398333
Others,0.1604706014547366
Others,0.14092478157333685
Others,0.12366106095259215
Others,0.23271863852292918
Others,0.2998075234815395
Others,0.11005239062372868
Others,0.18496035296703156
Others,0.03640783094010596
Others,0.1254846754864092
Others,0.21124728346840488
Others,0.1300946329780343
Others,0.17402360207344944
Others,0.1725293814610771
Others,0.16063665328439447
Others,0.15566688747734395
Others,0.19653022111452198
Others,0.6844749817021835
Others,0.7179099037286748
Others,0.6696445678887258
Others,0.6061548017449646
Others,0.16741933863542402
Others,0.08049708209990024
Others,0.2155086238262709
Others,0.16902211374900475
Others,0.3588077274196488
Others,0.16282736392178698
Others,0.11236766416485937
Others,0.21907223178572358
Others,0.2549324765075241
Others,0.20002047125334857
Others,0.2072342910790296
Others,0.2956886543225263
Others,0.04618132525881795
Others,0.19149956690927453
Others,0.05983213441561865
Others,0.14799062749347225
Others,0.11145348075255022
Others,0.1978794090576432
Others,0.1377033874421767
Others,0.14283518938020265
Others,0.2883858781526621
Others,0.24538871704854548
Others,0.22093325220979884
Others,0.557012185001851
Others,0.5410004167870931
Others,0.15524391196119647
Others,0.21417738536396005
Others,0.1318215527549659
Others,0.1361041856874614
Others,0.11511245475343694
Others,0.11367975480561764
Others,0.17728086342716612
Others,0.18876784268075172
Others,0.21095961234823277
Others,0.2844001446036445
Others,0.11289134887917779
Others,0.12652904189510322
Others,0.15914032873592143
Others,0.13683522823450395
Others,0.15400771344243147
Others,0.07157448475206105
Others,0.14845260490041817
Others,0.13210128895193154
Others,0.2419766578609561
Others,0.26175723715715904
Others,0.20805808788658003
Others,0.1278585021996173
Others,0.140747097692713
Others,0.161138042853315
Others,0.1760250760159904
Others,0.2163612291252057
Others,0.10649538285643391
Others,0.16326708691131567
Others,0.1655965320290562
Others,0.29101976943291236
Others,0.17494872848930013
Others,0.3882923871030399
Others,0.23912466564825466
Others,0.2814614994057482
Others,0.15270339580412487
Others,0.1646607133676286
Others,0.18009700975071616
Others,0.16528426012649994
Others,0.24849337700633164
Others,0.054910038634669686
Others,0.11991844721947682
Others,0.1484041284879668
Others,0.32538594493142414
Others,0.21372212686704403
Others,0.17138319986942907
Others,0.21344172733988714
Others,0.4235439646238941
Others,0.11117322629166117
Others,0.15340636033451127
Others,0.13200973453459736
Others,0.1650219954978901
Others,0.20400206377800525
Others,0.17115452391682323
Others,0.10434073363928549
Others,0.18698702295675215
Others,0.10623617225107343
Others,0.15356667721484038
Others,0.1389772136286178
Others,0.08170909883895457
Others,0.14372257698519983
Others,0.3672758736971453
Others,0.3513227166146035
Others,0.3672139722444371
Others,0.40482030135363
Others,0.6767893949961467
Others,0.654885639793556
Others,0.6090600191864975
Others,0.37767872985298173
Others,0.36404364664143074
Others,0.21970130743539784
Others,0.2418781693548908
Others,0.34722498731742996
Others,0.3419996984456295
Others,0.25040366160217326
Others,0.10719104615719059
Others,0.11265193951426519
Others,0.0689618177371468
Others,0.078487064341331
Others,0.07702321525246533
Others,0.09755964020778438
Others,0.1674453534210945
Others,0.18902333864664922
Others,0.15178496975969158
Others,0.16497022087745014
Others,0.13485904323217615
Others,0.07123385482813577
Others,0.0729575595691628
Others,0.2155727720525291
Others,0.6163123915210275
Others,0.5748542349686021
Others,0.6201276988478771
Others,0.4624494171520644
Others,0.3280680757309242
Others,0.29347036101074364
Others,0.569239933478904
Others,0.2562533419394974
Others,0.3059104741602637
Others,0.16163633778852843
Others,0.16696049547482106
Others,0.1913414613539782
Others,0.2000786521096318
Others,0.19427811542388074
Others,0.1768799814801738
Others,0.1760973116311947
Others,0.19605883920239947
Others,0.192852786434297
Others,0.2722606999039408
Others,0.4502119058246739
Others,0.4897928091703691
Others,0.4116999003227551
Others,0.2883499578614438
Others,0.13796658296753359
Others,0.14639330687708524
Others,0.2440438873656703
Others,0.14212049055485945
Others,0.1880409245850326
Others,0.16891443510351636
Others,0.19441163964238892
Others,0.09999040987102603
Others,0.12185654483126734
Others,0.09797876658499863
Others,0.11374899503978235
Others,0.1303907710901877
Others,0.09770237847652434
Others,0.124942853039978
Others,0.14229272568405013
Others,0.14495764287370175
Others,0.17699921786535763
Others,0.1854083308400139
Others,0.13220036974637903
Others,0.098986724416076
Others,0.06899973352505197
Others,0.19037118118171145
Others,0.26355616398617704
Others,0.2178856284849812
Others,0.23600528458210512
Others,0.1401924380299993
Others,0.1291337141961595
Others,0.15359124146212041
Others,0.13887962301803874
Others,0.22205501356572033
Others,0.16393764093164367
Others,0.3035790020965493
Others,0.19484469329432683
Others,0.141272012222272
Others,0.1419693982289818
Others,0.16869443435101591
Others,0.14127268252456737
Others,0.18583376471796711
Others,0.1177226795855007
Others,0.15054392847576817
Others,0.10407035448260253
Others,0.10057963572918113
