b_CONDabsent_nowarning,b_CONDabsent_warning,b_CONDpresent_nowarning,b_CONDpresent_warning
-3.629191171553723,-1.2604253206462595,-0.34130348182287185,-0.9011578730982563
-3.332531775579176,-1.1314885393641396,-0.3836185443865296,-0.3519712403361202
-1.0554926777160423,0.42238687705083033,1.7318247284362855,-0.22119668629315575
-1.1133663384953163,-0.16323009043805933,0.5382079615100814,1.7687544970086806
-1.13552565977906,0.9466069085080959,2.004038225109602,-0.02806933810477246
-0.12668850212434385,-0.5075583729856912,1.1892910529062872,0.542705364002058
0.7525373368018141,2.9490423108722292,3.6415317788977015,2.6377320317872557
0.48983687028282297,2.7079683755880524,3.279018176534721,2.3599575794690715
0.16998945677404578,1.498997313893801,1.7525880048200237,1.983961060446374
-3.542603938075599,-1.0001765405150294,0.26156801847888056,-0.7624953040957139
-3.228001904803856,-0.9152668553888302,0.047582501607355665,-0.5585416953214393
-4.4996551465940975,-1.9765816929174458,-1.3776018178151086,-1.7559622637146632
-2.3287752592200106,-2.13305362449856,-0.7971514117165746,-1.304441655635012
-2.8509279235267178,-2.0660222855381667,-0.18512291112668172,-1.728607486604088
-2.9706523142643326,-2.6400342887630486,-1.604471787814786,-0.758393494713434
-2.7187756343578413,-1.5552325684084782,0.7008674353932338,-0.4410620959147987
-3.5813051548731334,-2.6133219644413535,-1.9735434851004767,-0.8261796035285307
-4.18242908667486,-1.8629077740784754,-2.1834386864723894,-1.5145881457998263
-4.402346318918617,-2.079226291784742,-1.0023302532765206,-1.6571863869421533
-2.37821527783055,-3.0256437651163774,-1.4970794578368753,-1.299501909989407
-3.8995653541611675,-2.323440529130329,-0.4402139271512707,-0.6958241486731503
-3.231343788720038,-1.6901703598851006,-0.18366614769245368,-0.07823752327707378
-3.412758612860235,-2.5843978517057242,-1.08814446682817,-1.5210192526200041
-4.502786806609712,-2.1716804325246764,0.060078193264027954,-1.288711199039332
-2.886845994506136,-1.3814780808142946,-0.9542041880072399,-0.774623751633022
-3.1008696833844827,-2.4543037230928495,-0.23875036349166381,-1.1359124663218134
-3.234190104789837,-1.703736983638157,-1.3154480690341466,-0.9181299881580125
-2.8130419553669346,-1.555003547978672,-0.8015220818223872,-0.06209397212104685
-2.355782390492673,-2.110067373042068,-0.7602064322699694,-0.27308188913337783
-4.104124599503719,-1.8801359441665948,-1.1774268847336753,-0.638532659172583
-2.6237539697008834,-2.0573738689932877,-1.0919043948933675,-0.36361598404205725
-4.82401882106436,-1.5467299750106438,-1.2303566180207692,-1.8319498090233108
-4.608258154124494,-1.927875111873048,-1.7106889833358385,-0.667456827954854
-1.987109254708335,-2.2604056956786875,-0.6487940813529574,-1.0665015603184809
-3.0815724599679517,-1.3183673505404254,-2.022413095007989,-0.3179252685575893
-2.15077812894276,-0.8001716319044307,-1.1840040737758888,-1.5380917284069227
-2.857615366304677,-3.1289704084409746,0.40255529066223666,-1.5939219242121836
-3.2827012234521877,-0.8899685593451948,-1.5468767662580474,-0.3887188321981973
-2.208978845904159,-2.6926182743155658,-0.8695338060361636,-1.2541635621061133
-3.586507591550299,-2.5733411478951957,-0.9951913336794748,-1.2371570294786685
-3.970347468301102,-1.4995277306729489,-0.754049917353167,-1.666030606374021
-2.9613316734413164,-2.07646248203898,-1.2977386169924097,-1.0269624372998372
-2.618153280099553,-0.7872741607225491,-0.6033293717932036,-0.38507106530795987
-3.7256959163450336,-2.7097150972973103,-0.09086263463982444,-0.7177160108912364
-2.593263414833691,-0.880376997192269,-0.8098294116242692,-0.42487036659235805
-2.8139827567157276,-1.585491554755556,-0.3431233297571819,-0.40496976116916106
-3.5786537237927964,-0.2555903926384734,-0.2877054621207966,-0.913313364357503
-2.8162141921655506,-2.8741105716839117,-2.0789647381977447,-1.5509425363789118
-4.640932403851963,-1.4565869820914088,0.2279486551529548,-0.9870068316408616
-3.29354096318412,-2.9016347332985126,-1.3191965107644255,-2.289959065226646
-4.672220886864804,-3.463038891551188,-1.5031816987042022,-2.162271727748413
-2.9105978673509862,-2.0148825008615834,-0.7540422923127528,-0.6058268272259865
-2.599311221040616,-1.6996965473667027,0.21741582250585936,-0.6109270748003017
-2.466316194257272,-1.5033197327571277,-0.3747868332553851,-0.6863364618718615
-2.1653156148449306,-0.6999746153982404,0.42669291134573106,0.27260085530985567
-2.5898644724243796,-0.9087090304868448,-0.28754724897726386,-0.16392680553001088
-3.1926741590631345,-2.1535841503726725,-0.35632946754382133,-1.0457063983617865
-2.950653341454449,0.19530575581308088,-1.507881034220883,-0.8722480777733462
-2.644635754968245,-0.3746559431947712,-0.6613303239093176,-1.3275073336774132
