b_CONDabsent_nowarning,b_CONDabsent_warning,b_CONDpresent_nowarning,b_CONDpresent_warning
-1.1433695973107862,-2.827604210629984,1.2172991239107174,0.8503664551060646
-2.2181731097609187,-3.0828169133441303,-0.994245746368888,-1.221732076665637
-1.6830906829991563,-2.902738115451726,-0.8872451450891171,-1.3013515210106064
-2.780995509286659,-6.4620297960337885,-2.3791807286604696,-1.431027600061812
-1.5222478823742955,-2.0365033624550333,-2.83089580140145,0.11987635602887103
0.6311493622836754,-3.343964514929164,0.28916061109316793,1.7167967656138874
-1.7952561670331915,-4.768040657160412,-2.0765009265739724,-0.813365539052649
-2.6686377197510893,-5.684653104138939,-1.1844537448980605,-1.1296103943476696
-2.3484294421489063,-7.076833857676628,-1.4570495260342027,-1.1273106585657295
-1.3423822056291874,-2.59457084000809,-1.6232548150345067,-1.1838355570800299
-1.2800737043578367,0.63152584775838,-0.359907150060569,-0.4937280579099255
-2.107633453021673,-5.800318049381902,-0.9020758810157283,0.794267916511364
0.08607774517525589,-1.89694079247004,-0.17841500539198557,1.365929099102019
-1.4458250348137212,-5.4799957232491385,-0.28004626074101935,0.00671601501492522
-2.5415763364733754,-5.09238622007121,-1.6268299307777303,0.9040820568607357
-0.132650116877326,-5.379012053735371,-1.4045356160193576,2.1653733200037153
-1.9571137776822756,-4.429231967114601,1.0966521104954876,-0.023508739905524004
-2.7368106332911193,-1.658219049058445,-1.2990653091837316,-3.4120846500143887
-1.9438262121078769,-7.822193632807686,-0.39584630363380896,-0.06598703559953416
-1.6733284551544405,-5.950439503537846,-1.535263418568585,0.3659509045735928
-2.007108858225577,-3.193812751767812,-1.032276089691909,0.13583414100068006
-2.961775918600052,-3.3620572949166503,-1.8628282970351657,-0.7392868315261216
-0.41010835456062295,-5.099427300297318,1.6583227453635694,0.2746413285233803
-1.1220728360676446,-1.1636353608294985,-0.6887001808564647,-0.34519973390128506
-1.1118094528168874,-4.602890531897555,0.4618929200636721,0.5267704007353782
-2.292741602011117,-3.1454176251973562,-1.3717916599962954,-0.6877211039169351
-5.410831490391915,-5.466059748244235,-5.458769634663565,-1.5253152854512824
-1.8693552116728285,-4.601362973200148,-0.7314419385950511,-2.053165977112467
-2.0585990794502234,-7.2158924376744356,-4.488912319016981,-1.09663620934334
-2.297825009316077,-4.108859125033958,-1.4571922195802913,0.32775055248257473
-1.037124350670475,-5.6467579465075195,-0.9307372942346074,-0.8972174792667945
-1.098472223464341,-2.4249728161357407,0.2171078350822303,-0.2471188672204394
-2.001872756500819,-5.821729078272684,-0.7844759901454301,-0.3809059564412009
-2.362091584691746,-3.9381342020045564,-2.1856878674981446,-1.0610534847442992
-2.548091368935331,-3.6989325355056066,-1.088419508025655,-0.6730260067407322
-0.055025018146025645,-1.40768718910453,-0.7627901105679629,-0.9668038048803597
-2.067267227960189,-3.2557861828574817,-1.6713185695234027,0.7760675163468567
-0.8683405732723541,-2.3545696481849125,1.8082738696333145,-0.99965464878605
-1.6815047143313477,-2.833471431616997,-0.03288614012451657,-0.7854423817472145
-1.414470783505684,-2.6566044706058958,0.045041160468994645,-0.14241121909544666
-1.459843464648421,-3.0501500990397052,-0.7788878144038737,-0.6694219707930258
-2.4083844855082654,-2.763007246690227,0.3644837092877288,-0.8848467439144089
-0.6184625362625068,-1.3499879351892503,-2.0038301082673597,-0.6372565730024573
-3.1961323936060664,-6.297240203860802,-1.9135870360759846,-1.209203796569915
-1.3823739402116944,-10.526770464590376,-0.6746437287382925,0.09553330417672669
-1.6502360272251342,-1.4794324749196017,-0.15074675189684308,-2.850866170802626
-1.8648211964206018,-4.6461959343149735,-1.6979675406906212,-3.019712996289805
-3.31058610068273,-4.247107906668639,-2.6255942158413235,-0.6532857933714193
-1.9753160302440838,-3.325656888285398,-0.33593821653885747,1.119179358542858
-2.7201569516337605,-2.282774065723231,-1.4472317410513218,-0.4751303670210292
-2.4733526213944024,-4.596417711899678,-1.9653005599957447,-0.7123365732636202
-2.4614139686249987,-5.928881891559511,-1.356200730813585,-1.1183282744999776
-0.08059943537981289,-4.311371990848399,0.035519970941927145,2.5085275478159863
-1.3550159493096714,-7.898088889404868,-1.2249545743303862,-0.8182906616942667
-1.5163282719709872,-2.828269767386051,-1.606596592830498,-0.733669070271265
0.35084388424980156,-5.618109613301738,0.08285358744686785,0.7404984907259954
-0.6492229946518766,-3.1776855699928364,-0.45509154826320253,2.0137552649811052
-1.7863239729076497,-3.5389556631921946,-0.355378678893765,-1.0275117013321924
-0.13763626906229762,-1.9138417352564425,0.4510049233733357,0.6737536180131947
-1.8647382200152915,-5.149403220213571,-1.9103370256773347,-0.038664327859769795
-3.366230836434741,-4.601049655693884,-2.65189690407532,-1.341450688130404
-2.9773604450715383,-4.540349098084416,-1.2241492772881903,-0.0381084578009752
-2.1063551352153835,-4.030588546096128,-1.30148595174011,-1.4157727306877481
-2.293465393578852,-6.568897782646878,-2.8829940888953454,-0.15522791503329864
-1.0577443470068573,-1.3604296881542046,0.3178746889732166,0.2985599118485013
-1.0197312011935467,-5.047078932006966,-0.9970416182509145,0.2740480522854001
-1.1417232234663806,-2.0202661260844117,0.25480663239779255,-0.3913800015374954
-1.3367698760868498,-5.409944806542611,-1.346680536931144,1.821167659611527
0.33211291771699725,-8.590805047721274,-1.116372849549466,1.6199837276534752
-0.6408098368632733,-2.908435695343533,0.3146411578849706,2.0357929301279785
-0.5168318848079999,-4.026347669258278,-4.1773576891261275,0.003949982897350587
-0.621691152940847,-2.2728266494773273,-2.2598570895684293,-0.0808652030186987
-2.0356281153624476,-1.9688955711531166,0.2567132906954621,-0.9313981779771702
-1.855501457066085,-2.3183984207800505,-0.5220308057440557,-2.2179172436980186
-1.3597503721558317,-3.169328184393225,0.1582143746864625,-1.309519297752861
-2.426883734433839,-4.39256541240096,-0.6092912180418799,-0.9307791158163078
-2.5516663159496247,-5.383081493778172,-2.2272831816806833,-2.045211004083427
-3.1109119827685485,0.257958596845753,-1.7215409341610022,-2.6977014819462197
-2.4194424401491657,-2.2151498734585813,-1.3848747732368036,-1.3707046777944683
-1.751841401215197,-3.557871532391175,-4.10522788476291,-0.8882825843804667
-2.5044550989431484,-4.161388714950672,-1.2681005878092189,-0.9016579240225702
-2.514988641705909,-5.668972645816167,-1.7612646655523714,-1.7444030448762404
-2.785282460558519,-5.618860975301749,-2.069660228345526,-0.9062393833425293
-1.0759660641637787,-4.204029928823411,-1.0195703278984118,-0.7258614628248649
-1.278553479961093,-4.713803073664486,-0.5700764178016506,1.0633632544851161
-2.4405762392257873,-3.795849565180386,-3.575297124051716,-0.41212715212116374
-2.0871293929114474,-5.4069305293707925,-1.2027691596780368,1.6034911028212804
-1.431536449449298,-4.3120516461829235,-0.4386101966922608,2.285111049525558
-0.1452636212247656,-2.240733929132721,0.09902395179401975,0.523853233629982
-1.706170774178001,-0.5844647209163544,-0.32408452491343126,0.3904557803873159
0.37936397892514057,-3.4075573136190735,3.1451396052721896,1.9856856571511463
1.891971299243651,-0.8046283799620378,0.3984667843666464,3.0002476287499884
1.62052440808654,-3.2733629576246153,2.7548068396220518,1.5500443294121686
0.6847766359431978,-1.3351371333425284,-0.6644546546754259,2.116772934210207
-0.32264896753843825,-4.564581821236865,2.789323287513321,-0.6638123322019776
1.6843633248020888,-1.0838356906510698,0.8208045431092637,2.455618754283961
0.38750730176835996,-5.877771422229778,0.422486428608449,0.44937147929380183
-1.1585496215285045,-1.525914018257467,0.8830949009068118,1.5646505295024735
1.1905027388348632,-2.649317349781053,0.9368207339705878,1.2271785173041312
0.48828152559266236,-2.2571063359986514,0.45950240711118484,2.403520918268768
-2.375947266108241,-2.114765570108391,-3.3374203413606875,-0.6880780985790997
