acc,COND,conf,lineup,cond__,effect1__,effect2__,estimate__,se__,lower__,upper__
0,absent_no warning,0,NA,1,0,absent_no warning,6.894961646162415,0.21782111827454856,6.433391138395095,7.311375015902471
0,absent_warning,0,NA,1,0,absent_warning,7.027461275519196,0.246985058941856,6.5337001717368075,7.5635261153088695
0,present_no warning,0,NA,1,0,present_no warning,6.941626894387111,0.2519544024369159,6.404716115430482,7.482923987395879
0,present_warning,0,NA,1,0,present_warning,6.91830590492485,0.24549303644444373,6.4094935022335155,7.425838599995869
0.010101010101010102,absent_no warning,0,NA,1,0.010101010101010102,absent_no warning,6.896369686221096,0.2175160628640559,6.434293579847585,7.312622292164882
0.010101010101010102,absent_warning,0,NA,1,0.010101010101010102,absent_warning,7.0281207263928005,0.2468097134402606,6.5364048532504455,7.563868404172194
0.010101010101010102,present_no warning,0,NA,1,0.010101010101010102,present_no warning,6.942866942723747,0.25112964907622054,6.408506531312887,7.483110355161091
0.010101010101010102,present_warning,0,NA,1,0.010101010101010102,present_warning,6.9201092326790326,0.2451538858801628,6.4114999802047645,7.427544995527503
0.020202020202020204,absent_no warning,0,NA,1,0.020202020202020204,absent_no warning,6.897075920319332,0.2167598673338614,6.436194936780127,7.313047047765332
0.020202020202020204,absent_warning,0,NA,1,0.020202020202020204,absent_warning,7.0290837638706,0.24670418855653337,6.538023784869168,7.564186544775935
0.020202020202020204,present_no warning,0,NA,1,0.020202020202020204,present_no warning,6.94406783104554,0.25108249701422886,6.410546024491158,7.483347423696105
0.020202020202020204,present_warning,0,NA,1,0.020202020202020204,present_warning,6.9218723946130005,0.24482612409022517,6.413938699501468,7.430307200276024
0.030303030303030304,absent_no warning,0,NA,1,0.030303030303030304,absent_no warning,6.8980562550720395,0.21646672799155384,6.438001264881641,7.314710398611821
0.030303030303030304,absent_warning,0,NA,1,0.030303030303030304,absent_warning,7.030086619833035,0.2466213714717522,6.539270682126941,7.565258582300187
0.030303030303030304,present_no warning,0,NA,1,0.030303030303030304,present_no warning,6.945104676856738,0.2507679231575537,6.412486124296572,7.482240952494898
0.030303030303030304,present_warning,0,NA,1,0.030303030303030304,present_warning,6.92294556411313,0.24472764400216793,6.415264052183959,7.431953476595039
0.04040404040404041,absent_no warning,0,NA,1,0.04040404040404041,absent_no warning,6.899427671841048,0.2165604644315314,6.439585001578091,7.315630866179798
0.04040404040404041,absent_warning,0,NA,1,0.04040404040404041,absent_warning,7.031199486147036,0.24646597631473713,6.541379945916402,7.5664919319064214
0.04040404040404041,present_no warning,0,NA,1,0.04040404040404041,present_no warning,6.945776308965331,0.2503514638714691,6.415106058122523,7.482581309267553
0.04040404040404041,present_warning,0,NA,1,0.04040404040404041,present_warning,6.924624226871677,0.24439302944805125,6.416888258763055,7.433212526706224
0.05050505050505051,absent_no warning,0,NA,1,0.05050505050505051,absent_no warning,6.900395658565291,0.2164163997068994,6.4411044157125,7.316740532507332
0.05050505050505051,absent_warning,0,NA,1,0.05050505050505051,absent_warning,7.031968126128304,0.24670500672079382,6.542199504405651,7.567058279145645
0.05050505050505051,present_no warning,0,NA,1,0.05050505050505051,present_no warning,6.946716549536351,0.2500908911635489,6.415453432711998,7.48482230377716
0.05050505050505051,present_warning,0,NA,1,0.05050505050505051,present_warning,6.9261317243860425,0.24445706392615651,6.420046785963148,7.435542672012926
0.06060606060606061,absent_no warning,0,NA,1,0.06060606060606061,absent_no warning,6.901623775936109,0.2159564197732541,6.443562501245928,7.318107835632884
0.06060606060606061,absent_warning,0,NA,1,0.06060606060606061,absent_warning,7.03261489253138,0.24744864813168274,6.544630971927455,7.569750678660163
0.06060606060606061,present_no warning,0,NA,1,0.06060606060606061,present_no warning,6.947605073315655,0.2502921264104441,6.4169520782826694,7.485074013522345
0.06060606060606061,present_warning,0,NA,1,0.06060606060606061,present_warning,6.927794521797358,0.2438740482188274,6.420966771278645,7.437082242027986
0.07070707070707072,absent_no warning,0,NA,1,0.07070707070707072,absent_no warning,6.902810961504072,0.21600791678497283,6.445279813879372,7.319958803519087
0.07070707070707072,absent_warning,0,NA,1,0.07070707070707072,absent_warning,7.033507322427288,0.24830927855402712,6.545599947240544,7.571738075235187
0.07070707070707072,present_no warning,0,NA,1,0.07070707070707072,present_no warning,6.9486400405796385,0.24992769263065168,6.418344419967841,7.486094521004409
0.07070707070707072,present_warning,0,NA,1,0.07070707070707072,present_warning,6.929399866911396,0.2443750513035769,6.421704471985017,7.439731896876767
0.08080808080808081,absent_no warning,0,NA,1,0.08080808080808081,absent_no warning,6.9038943392916226,0.21607395622773887,6.446542135692312,7.322048627677448
0.08080808080808081,absent_warning,0,NA,1,0.08080808080808081,absent_warning,7.034216831181847,0.2489038809751676,6.5455736047452255,7.572756198438744
0.08080808080808081,present_no warning,0,NA,1,0.08080808080808081,present_no warning,6.949748817325719,0.2499668847768961,6.419541262758722,7.4879407232180775
0.08080808080808081,present_warning,0,NA,1,0.08080808080808081,present_warning,6.9306968401069575,0.24461333834817606,6.423934957072644,7.442440046285496
0.09090909090909091,absent_no warning,0,NA,1,0.09090909090909091,absent_no warning,6.904840227730725,0.2157447182809989,6.447747711891297,7.323980696174247
0.09090909090909091,absent_warning,0,NA,1,0.09090909090909091,absent_warning,7.034770786238114,0.2495023393661161,6.545959194059032,7.573886346051147
0.09090909090909091,present_no warning,0,NA,1,0.09090909090909091,present_no warning,6.950713035670118,0.24955756320389655,6.420269815734285,7.489611939965327
0.09090909090909091,present_warning,0,NA,1,0.09090909090909091,present_warning,6.932704307242974,0.24457691750543642,6.4261416833100045,7.443578507370556
0.10101010101010102,absent_no warning,0,NA,1,0.10101010101010102,absent_no warning,6.906098627020883,0.21570362465513784,6.447747170104308,7.32683883049651
0.10101010101010102,absent_warning,0,NA,1,0.10101010101010102,absent_warning,7.0354450433248115,0.24958774882696358,6.546681483308757,7.576879230350798
0.10101010101010102,present_no warning,0,NA,1,0.10101010101010102,present_no warning,6.95142741715054,0.2492216993584369,6.421969819634192,7.492031253790271
0.10101010101010102,present_warning,0,NA,1,0.10101010101010102,present_warning,6.934219719950779,0.24459507904450345,6.427923682381119,7.446104105434326
0.11111111111111112,absent_no warning,0,NA,1,0.11111111111111112,absent_no warning,6.907187674255239,0.21582363366222487,6.448916821052969,7.329069304767435
0.11111111111111112,absent_warning,0,NA,1,0.11111111111111112,absent_warning,7.035414681549888,0.24986074590525015,6.546563485583696,7.579452154529071
0.11111111111111112,present_no warning,0,NA,1,0.11111111111111112,present_no warning,6.952567643959377,0.24934363944541724,6.424089836562713,7.495271304418185
0.11111111111111112,present_warning,0,NA,1,0.11111111111111112,present_warning,6.935635528766462,0.2446737641769941,6.430458972678079,7.449203743114215
0.12121212121212122,absent_no warning,0,NA,1,0.12121212121212122,absent_no warning,6.908325797211894,0.21615114532828306,6.448634113926122,7.331471906298361
0.12121212121212122,absent_warning,0,NA,1,0.12121212121212122,absent_warning,7.036230876271693,0.25076691298236237,6.545903104940681,7.582051430197281
0.12121212121212122,present_no warning,0,NA,1,0.12121212121212122,present_no warning,6.953297525310987,0.2491350059440043,6.425302889094353,7.4956525565675305
0.12121212121212122,present_warning,0,NA,1,0.12121212121212122,present_warning,6.937028499043212,0.24463607867563744,6.431089735760247,7.452101858646826
0.13131313131313133,absent_no warning,0,NA,1,0.13131313131313133,absent_no warning,6.909384649706821,0.216454401999409,6.449361441952072,7.333588895185678
0.13131313131313133,absent_warning,0,NA,1,0.13131313131313133,absent_warning,7.0371355168358,0.25216273728483823,6.5443030926286,7.585118315900068
0.13131313131313133,present_no warning,0,NA,1,0.13131313131313133,present_no warning,6.95435012916854,0.2498862911561289,6.425679388953163,7.4980144611263215
0.13131313131313133,present_warning,0,NA,1,0.13131313131313133,present_warning,6.938808747029402,0.244599767389065,6.4340574963990695,7.454815909973389
0.14141414141414144,absent_no warning,0,NA,1,0.14141414141414144,absent_no warning,6.910466518822895,0.21588262117314802,6.450915201188489,7.335914929029154
0.14141414141414144,absent_warning,0,NA,1,0.14141414141414144,absent_warning,7.038096142714183,0.25346122763574075,6.542193485111921,7.58687166732651
0.14141414141414144,present_no warning,0,NA,1,0.14141414141414144,present_no warning,6.9555460693686015,0.25037893711285164,6.426909513000486,7.500704501048366
0.14141414141414144,present_warning,0,NA,1,0.14141414141414144,present_warning,6.940390919611863,0.24504392506071232,6.436521337949127,7.456848039167762
0.15151515151515152,absent_no warning,0,NA,1,0.15151515151515152,absent_no warning,6.911311892423131,0.21592915520517758,6.451460745414012,7.338627251327819
0.15151515151515152,absent_warning,0,NA,1,0.15151515151515152,absent_warning,7.038821645023393,0.25434144290374777,6.542160414231052,7.589441062808545
0.15151515151515152,present_no warning,0,NA,1,0.15151515151515152,present_no warning,6.9566404883296205,0.25047474353303373,6.428306495651201,7.502785037847621
0.15151515151515152,present_warning,0,NA,1,0.15151515151515152,present_warning,6.941812347826987,0.24503408355066955,6.437376277697973,7.459443495466974
0.16161616161616163,absent_no warning,0,NA,1,0.16161616161616163,absent_no warning,6.912433776221019,0.2159446240839215,6.4518812013518065,7.342229141934016
0.16161616161616163,absent_warning,0,NA,1,0.16161616161616163,absent_warning,7.039685741413903,0.2557461242756797,6.541242146677206,7.592247300174449
0.16161616161616163,present_no warning,0,NA,1,0.16161616161616163,present_no warning,6.957677036537342,0.2507862617783669,6.4294025772865675,7.505408996004693
0.16161616161616163,present_warning,0,NA,1,0.16161616161616163,present_warning,6.9434128579476795,0.24530811265886562,6.439636757537186,7.462419089428635
0.17171717171717174,absent_no warning,0,NA,1,0.17171717171717174,absent_no warning,6.913710492558237,0.21665175468030654,6.452311547217579,7.345502107687314
0.17171717171717174,absent_warning,0,NA,1,0.17171717171717174,absent_warning,7.040173202730333,0.25661336444701266,6.540429999589363,7.595510825549749
0.17171717171717174,present_no warning,0,NA,1,0.17171717171717174,present_no warning,6.958400001656873,0.2508954681184055,6.431367716275279,7.508933588570058
0.17171717171717174,present_warning,0,NA,1,0.17171717171717174,present_warning,6.945172190747119,0.24527386625036623,6.4415512228909835,7.466321028184511
0.18181818181818182,absent_no warning,0,NA,1,0.18181818181818182,absent_no warning,6.914732161140639,0.2166307219757642,6.452501563521508,7.349371814310046
0.18181818181818182,absent_warning,0,NA,1,0.18181818181818182,absent_warning,7.040729857520461,0.25772849948269283,6.54039564680599,7.599341547846626
0.18181818181818182,present_no warning,0,NA,1,0.18181818181818182,present_no warning,6.959045659407247,0.25155361601810183,6.432074423257778,7.511228815666785
0.18181818181818182,present_warning,0,NA,1,0.18181818181818182,present_warning,6.946958703569628,0.24528782580775127,6.443136521126413,7.4693640621081325
0.19191919191919193,absent_no warning,0,NA,1,0.19191919191919193,absent_no warning,6.915926988779747,0.2172238721328815,6.45294711751546,7.351563413818877
0.19191919191919193,absent_warning,0,NA,1,0.19191919191919193,absent_warning,7.0411986099666155,0.2588935210639359,6.53877754438956,7.602548777819113
0.19191919191919193,present_no warning,0,NA,1,0.19191919191919193,present_no warning,6.959969986077862,0.2520330475659556,6.4336953064759825,7.513358066352311
0.19191919191919193,present_warning,0,NA,1,0.19191919191919193,present_warning,6.948498750380236,0.24614744359430166,6.443880330892707,7.472077904876852
0.20202020202020204,absent_no warning,0,NA,1,0.20202020202020204,absent_no warning,6.917383917566237,0.2177718803993648,6.453334858331987,7.354757634793712
0.20202020202020204,absent_warning,0,NA,1,0.20202020202020204,absent_warning,7.041387905186151,0.2608668088869671,6.537435344619802,7.606494598552892
0.20202020202020204,present_no warning,0,NA,1,0.20202020202020204,present_no warning,6.961159192740263,0.25270555603122313,6.43543881440228,7.516704791055299
0.20202020202020204,present_warning,0,NA,1,0.20202020202020204,present_warning,6.950124639915675,0.2471044062148835,6.444751711473297,7.475450554047096
0.21212121212121213,absent_no warning,0,NA,1,0.21212121212121213,absent_no warning,6.918513804616085,0.21818993055066835,6.4528569840296495,7.359175702935212
0.21212121212121213,absent_warning,0,NA,1,0.21212121212121213,absent_warning,7.041892538560875,0.262624428555641,6.535748429110415,7.609242785835036
0.21212121212121213,present_no warning,0,NA,1,0.21212121212121213,present_no warning,6.9618387683326715,0.2528783400721403,6.437480015914755,7.5208433508572226
0.21212121212121213,present_warning,0,NA,1,0.21212121212121213,present_warning,6.951751478177952,0.24725902453531798,6.444443624180542,7.479381002571568
0.22222222222222224,absent_no warning,0,NA,1,0.22222222222222224,absent_no warning,6.919731175206695,0.21839416998216946,6.4540125783988795,7.3623795896412085
0.22222222222222224,absent_warning,0,NA,1,0.22222222222222224,absent_warning,7.042335564731813,0.2637736440653206,6.530858053340006,7.612914974595491
0.22222222222222224,present_no warning,0,NA,1,0.22222222222222224,present_no warning,6.962916062527955,0.25311889095306084,6.4375812906160075,7.52301469805927
0.22222222222222224,present_warning,0,NA,1,0.22222222222222224,present_warning,6.953374374817359,0.24827197968198392,6.44691160445487,7.482233604481306
0.23232323232323235,absent_no warning,0,NA,1,0.23232323232323235,absent_no warning,6.9211228912332,0.21881862312471143,6.4548226649156355,7.364253263384195
0.23232323232323235,absent_warning,0,NA,1,0.23232323232323235,absent_warning,7.042657265163417,0.2650980220734804,6.528637942062141,7.61648548141279
0.23232323232323235,present_no warning,0,NA,1,0.23232323232323235,present_no warning,6.964117745673539,0.25395520795196985,6.437408302059265,7.526989070702474
0.23232323232323235,present_warning,0,NA,1,0.23232323232323235,present_warning,6.954769918870477,0.24918418047939128,6.448843065625428,7.486696751753734
0.24242424242424243,absent_no warning,0,NA,1,0.24242424242424243,absent_no warning,6.922170627707606,0.21958169158551283,6.454299792123988,7.36849735347227
0.24242424242424243,absent_warning,0,NA,1,0.24242424242424243,absent_warning,7.043196029982822,0.2664572188533,6.525899255919057,7.620146246223311
0.24242424242424243,present_no warning,0,NA,1,0.24242424242424243,present_no warning,6.964469731095311,0.2541462972138725,6.437376309600188,7.529797726166589
0.24242424242424243,present_warning,0,NA,1,0.24242424242424243,present_warning,6.956091538717724,0.2499423016820504,6.448864037726624,7.491142006867437
0.25252525252525254,absent_no warning,0,NA,1,0.25252525252525254,absent_no warning,6.923620756382608,0.22042710271079485,6.454249667411798,7.373517768481812
0.25252525252525254,absent_warning,0,NA,1,0.25252525252525254,absent_warning,7.043730341942481,0.26801653192156577,6.524349403611395,7.622958246462613
0.25252525252525254,present_no warning,0,NA,1,0.25252525252525254,present_no warning,6.9653127682850435,0.25471107012024113,6.436847832117321,7.531236102155667
0.25252525252525254,present_warning,0,NA,1,0.25252525252525254,present_warning,6.957193755986635,0.2511826426768728,6.449395111704135,7.495219859129095
0.26262626262626265,absent_no warning,0,NA,1,0.26262626262626265,absent_no warning,6.924716376311192,0.2212119213605867,6.453894376761675,7.37856126232203
0.26262626262626265,absent_warning,0,NA,1,0.26262626262626265,absent_warning,7.044125119151361,0.26942306138610145,6.522286168025746,7.626734650246298
0.26262626262626265,present_no warning,0,NA,1,0.26262626262626265,present_no warning,6.966580596851783,0.255413516824036,6.436681221627657,7.534330429166202
0.26262626262626265,present_warning,0,NA,1,0.26262626262626265,present_warning,6.958680271703145,0.2519011069228924,6.449985437279294,7.4992342764111175
0.27272727272727276,absent_no warning,0,NA,1,0.27272727272727276,absent_no warning,6.925787653204406,0.22209353397670875,6.453406618744756,7.382475852085401
0.27272727272727276,absent_warning,0,NA,1,0.27272727272727276,absent_warning,7.044363627758654,0.271707848131204,6.518521035672261,7.630238616580928
0.27272727272727276,present_no warning,0,NA,1,0.27272727272727276,present_no warning,6.967909722178513,0.25569173056234323,6.436072928533945,7.538124857141579
0.27272727272727276,present_warning,0,NA,1,0.27272727272727276,present_warning,6.960106704661783,0.25262312065363696,6.450999292518584,7.503435753814706
0.2828282828282829,absent_no warning,0,NA,1,0.2828282828282829,absent_no warning,6.926809873706726,0.22288766778015748,6.452946619574417,7.387708694382513
