L1eng,acc,lineup,cond__,effect1__,estimate__,se__,lower__,upper__
0,0.16458852867830423,NA,1,0,0.16579469667306848,0.07529325896356884,0.05055341956061549,0.680945675537763
1,0.16458852867830423,NA,1,1,0.2169125221568439,0.14178423684433322,0.035098359832445095,0.8470195579224884
